date,AUD,CAD,CHF,CNY,GBP,JPY,KRW,MYR,USD,ZAR,IDR
1/2/2023,1.5699,1.4506,0.9873,7.3698,0.8863,139.62,1357.8,4.7059,1.0683,18.1719,16631.78
1/3/2023,1.5708,1.4414,0.9879,7.2863,0.88048,137.93,1346.51,4.6439,1.0545,18.019,16471.95
1/4/2023,1.5452,1.4363,0.9843,7.2985,0.88076,138.74,1348.95,4.6641,1.0599,17.8349,16504.76
1/5/2023,1.5515,1.4316,0.9839,7.2863,0.88303,140.95,1345.9,4.6517,1.0601,18.125,16543.07
1/6/2023,1.559,1.4331,0.9864,7.2045,0.88475,141.3,1337.18,4.6237,1.05,18.2092,16468.3
1/9/2023,1.5446,1.4299,0.9865,7.2546,0.88048,141.35,1330.37,4.68,1.0696,18.2059,16661.92
1/10/2023,1.5616,1.4382,0.9908,7.2732,0.8833,141.92,1338.38,4.6889,1.0723,18.3054,16675.07
1/11/2023,1.5588,1.4429,0.9967,7.2807,0.88673,142.61,1341.01,4.6975,1.0747,18.2827,16612.34
1/12/2023,1.557,1.4439,1.0056,7.27,0.8869,140.61,1340.17,4.6955,1.0772,18.1417,16456.12
1/13/2023,1.5586,1.4494,1.0051,7.2729,0.888,139.02,1343.41,4.689,1.0814,18.2482,16412
1/16/2023,1.5537,1.4486,1.0026,7.2791,0.88758,138.92,1340.22,4.6665,1.0812,18.445,16335.03
1/17/2023,1.5611,1.4547,0.9998,7.3473,0.88595,139.5,1343.5,4.6912,1.0843,18.6027,16467.83
1/18/2023,1.5413,1.4505,0.9906,7.3193,0.8753,139.79,1337.16,4.6754,1.0839,18.396,16307.2
1/19/2023,1.5726,1.4603,0.9921,7.3424,0.87648,139.02,1340.52,4.6591,1.0815,18.6931,16429.66
1/20/2023,1.5619,1.4583,0.9962,7.3425,0.876,140.86,1336.47,4.6395,1.0826,18.577,16367.67
1/23/2023,1.5529,1.4523,1.0013,7.373,0.8797,141.65,1335.67,4.6588,1.0871,18.6597,16314.27
1/24/2023,1.547,1.4517,1.0053,7.3642,0.88368,141.47,1341.6,4.6448,1.0858,18.7687,16259.05
1/25/2023,1.536,1.4544,1.002,7.3778,0.88248,141.17,1343.93,4.6357,1.0878,18.6745,16278.93
1/26/2023,1.5308,1.4568,1.0002,7.3893,0.87945,141.38,1342.51,4.6255,1.0895,18.6127,16298.97
1/27/2023,1.5289,1.4479,1.0017,7.369,0.87885,141.1,1341.37,4.6116,1.0865,18.7185,16281.15
1/30/2023,1.539,1.4532,1.0045,7.3601,0.87978,141.79,1338.87,4.6272,1.0903,18.889,16335.28
1/31/2023,1.5476,1.457,1.0032,7.3198,0.88073,141.27,1338.9,4.6211,1.0833,18.9223,16282.57
2/1/2023,1.5392,1.4506,0.998,7.3452,0.88413,141.37,1339.22,4.6471,1.0894,18.8328,16299.47
2/2/2023,1.5407,1.4602,0.9992,7.3878,0.89289,141.12,1345.9,4.6655,1.0988,18.7046,16360.69
2/3/2023,1.5499,1.4616,0.9989,7.3689,0.8925,140.45,1346.17,4.657,1.0937,18.7624,16312.7
2/6/2023,1.5596,1.4459,0.9964,7.309,0.89278,142.41,1353.65,4.5884,1.0776,18.9013,16338.36
2/7/2023,1.547,1.4371,0.9906,7.2608,0.89338,141.3,1348.81,4.6035,1.07,18.8746,16239.13
2/8/2023,1.5416,1.4389,0.9881,7.2841,0.888,140.81,1351.4,4.6144,1.0735,18.9129,16227.39
2/9/2023,1.5409,1.4423,0.989,7.2992,0.88515,140.8,1355.38,4.6488,1.0771,19.0134,16279.95
2/10/2023,1.5432,1.4364,0.9872,7.2837,0.88348,139.88,1354.1,4.6314,1.069,19.0834,16233.33
2/13/2023,1.5388,1.4263,0.9849,7.293,0.88281,141.65,1364.06,4.6618,1.0686,19.1664,16278.44
2/14/2023,1.5411,1.4332,0.987,7.3314,0.88125,142.14,1362.59,4.6786,1.0759,19.1656,16303.53
2/15/2023,1.5529,1.4356,0.9885,7.3229,0.88825,143.05,1374.34,4.7,1.07,19.2891,16320.55
2/16/2023,1.55,1.4334,0.9873,7.3351,0.88883,143.31,1376.52,4.7123,1.07,19.4066,16193.38
2/17/2023,1.556,1.4366,0.9896,7.3081,0.88888,143.18,1383.32,4.709,1.0625,19.265,16160.7
2/20/2023,1.5456,1.4367,0.9861,7.3191,0.88738,143.09,1384.38,4.7291,1.0674,19.3471,16178.69
2/21/2023,1.5517,1.4351,0.9853,7.3372,0.87925,143.76,1387.03,4.7268,1.0664,19.4579,16194.81
2/22/2023,1.5576,1.4408,0.987,7.3367,0.87945,143.24,1386.99,4.7275,1.0644,19.4048,16178.12
2/23/2023,1.5551,1.4366,0.9892,7.3227,0.8814,143.32,1376.59,4.7071,1.0616,19.4076,16141.05
2/24/2023,1.5668,1.4374,0.9898,7.3398,0.88245,143.55,1387.18,4.6883,1.057,19.5243,16098.17
2/27/2023,1.5739,1.4334,0.9929,7.3378,0.88073,143.88,1396,4.7266,1.0554,19.4574,16119.69
2/28/2023,1.576,1.4411,0.9947,7.3663,0.87701,145.23,1401.84,4.7653,1.0619,19.5518,16193.42
3/1/2023,1.5776,1.4531,0.9997,7.3349,0.88574,144.82,1389.03,4.7784,1.0684,19.3769,16273.43
3/2/2023,1.5773,1.4448,0.9988,7.3285,0.88785,145.07,1392.26,4.7463,1.0605,19.3211,16246.63
3/3/2023,1.5728,1.4437,0.9958,7.3326,0.8853,144.55,1383.24,4.7513,1.0615,19.2837,16256.46
3/6/2023,1.5807,1.4493,0.9947,7.3802,0.8863,144.64,1381.49,4.7673,1.0646,19.3688,16326.06
3/7/2023,1.6002,1.4552,0.9959,7.3975,0.88968,145.21,1392.09,4.7699,1.0665,19.5975,16403.79
3/8/2023,1.5978,1.4499,0.9931,7.3315,0.89074,144.7,1389.6,4.7721,1.0545,19.5893,16290.52
3/9/2023,1.5965,1.4574,0.9911,7.3515,0.88814,143.82,1395,4.7715,1.0554,19.6578,16294.3
3/10/2023,1.6064,1.4643,0.9824,7.3594,0.88258,144.7,1398.24,4.7849,1.0586,19.425,16402.95
3/13/2023,1.6066,1.4745,0.975,7.3413,0.8837,141.96,1399.19,4.8145,1.0706,19.4545,16497.9
3/14/2023,1.6052,1.4689,0.9784,7.3758,0.88054,144.09,1402.36,4.8177,1.0737,19.3931,16492.99
3/15/2023,1.5888,1.4504,0.9727,7.2865,0.87243,139.51,1393.75,4.7296,1.0549,19.419,16352.53
3/16/2023,1.5932,1.4565,0.982,7.3045,0.8782,140.18,1388.4,4.772,1.0595,19.4759,16365.21
3/17/2023,1.5874,1.4584,0.9858,7.3117,0.87488,140.57,1389.84,4.7649,1.0623,19.4988,16332.02
3/20/2023,1.5978,1.4669,0.9928,7.3739,0.8756,140.77,1401.82,4.8076,1.0717,19.7861,16453.38
3/21/2023,1.6136,1.4726,0.997,7.4058,0.88033,142.63,1406.34,4.8196,1.0776,19.9659,16490.75
3/22/2023,1.6132,1.4782,0.996,7.4238,0.87925,143.13,1406.43,4.8047,1.0785,19.8529,16465.08
3/23/2023,1.6242,1.4875,0.9969,7.4312,0.88523,142.87,1396.18,4.8063,1.0879,19.7787,16450.63
3/24/2023,1.6189,1.4816,0.9874,7.3826,0.8794,139.85,1401.12,4.7579,1.0745,19.5755,16316.05
3/27/2023,1.6204,1.4769,0.9875,7.4131,0.87818,141.64,1400.23,4.7633,1.0773,19.7373,16319.16
3/28/2023,1.6219,1.4803,0.9947,7.4554,0.87938,141.69,1407.94,4.7717,1.0841,19.7029,16353.4
3/29/2023,1.6252,1.4739,0.9973,7.4679,0.87988,143.58,1411.29,4.7927,1.0847,19.6494,16335.17
3/30/2023,1.6263,1.474,0.9963,7.4898,0.88164,144.42,1413.65,4.8143,1.0886,19.646,16376.04
3/31/2023,1.6268,1.4737,0.9968,7.4763,0.8792,144.83,1420.26,4.7986,1.0875,19.3275,16300.19
4/3/2023,1.608,1.4628,0.9949,7.4832,0.8779,144.51,1429.43,4.8035,1.087,19.4208,16269.13
4/4/2023,1.6154,1.4641,0.9954,7.5034,0.87333,144.94,1434.69,4.803,1.0901,19.4414,16251.48
4/5/2023,1.6325,1.4719,0.9901,7.5265,0.87685,143.74,1434.8,4.812,1.094,19.6107,16330.9
4/6/2023,1.6312,1.4704,0.9878,7.5014,0.87495,143.49,1438.81,4.8015,1.0915,19.8929,16290.63
4/11/2023,1.6387,1.4732,0.9868,7.508,0.87738,145.28,1441.82,4.8184,1.0905,19.9013,16263.25
4/12/2023,1.6377,1.4728,0.9853,7.5183,0.88038,146.09,1448.1,4.8193,1.0922,20.133,16253.32
4/13/2023,1.6343,1.4759,0.9804,7.5758,0.88058,146.81,1441.15,4.8466,1.1015,19.971,16224.93
4/14/2023,1.6309,1.4725,0.9827,7.5761,0.8844,146.6,1438.43,4.8673,1.1057,19.9352,16291.79
4/17/2023,1.6356,1.4673,0.9812,7.5433,0.88373,146.97,1444.13,4.8558,1.0981,19.8937,16299.22
4/18/2023,1.6276,1.4679,0.9831,7.5436,0.88143,146.89,1445.35,4.865,1.0972,19.9299,16319.23
4/19/2023,1.6301,1.4698,0.9828,7.5406,0.88108,147.24,1458.87,4.8564,1.0933,19.9808,16390.21
4/20/2023,1.629,1.4757,0.981,7.5298,0.88153,147.46,1450.34,4.8564,1.0944,19.8552,16364.81
4/21/2023,1.6394,1.4859,0.9795,7.5619,0.8857,146.92,1458.64,4.8715,1.0978,19.8967,16423.09
4/24/2023,1.6468,1.4906,0.98,7.5837,0.88463,148.17,1468.59,4.8821,1.1002,19.9476,16447.99
4/25/2023,1.6564,1.4984,0.9786,7.6289,0.88645,147.91,1475.7,4.9046,1.1022,20.1501,16463.59
4/26/2023,1.6725,1.5035,0.9824,7.6424,0.8856,147.67,1476.66,4.9201,1.1039,20.308,16389.57
4/27/2023,1.6672,1.5041,0.9862,7.6454,0.88428,147.16,1480.87,4.928,1.1042,20.1452,16252.57
4/28/2023,1.6664,1.4981,0.9839,7.5979,0.8805,149.35,1470.89,4.8981,1.0981,20.1558,16111.9
5/2/2023,1.6371,1.4885,0.9841,7.5791,0.87868,150.7,1470.32,4.8948,1.0965,20.146,16143.37
5/3/2023,1.6564,1.5045,0.9809,7.633,0.88265,149.66,1472.7,4.9174,1.1043,20.1657,16211.37
5/4/2023,1.6585,1.5072,0.9802,7.6538,0.88015,148.92,1465.69,4.9313,1.1074,20.1357,16263.59
5/5/2023,1.6379,1.486,0.9828,7.6112,0.87378,147.8,1451.9,4.8869,1.1014,20.2345,16156.49
5/8/2023,1.6244,1.471,0.9813,7.6347,0.87228,149.15,1458.26,4.8971,1.1037,20.2552,16237.42
5/9/2023,1.6217,1.4679,0.9788,7.5853,0.8699,147.97,1451.9,4.8762,1.0959,20.2003,16159.2
5/10/2023,1.6222,1.4657,0.9771,7.5818,0.86813,148.18,1449.79,4.8821,1.095,20.5005,16150.98
5/11/2023,1.6226,1.4672,0.9758,7.5817,0.86795,146.54,1451.78,4.8775,1.093,20.7485,16079.12
5/12/2023,1.631,1.4702,0.9744,7.5722,0.8702,147.02,1455.02,4.8785,1.0892,20.943,16130.23
5/15/2023,1.6261,1.4684,0.9747,7.5621,0.86943,148.15,1453.79,4.8915,1.0876,20.7496,16089.55
5/16/2023,1.6307,1.4652,0.9732,7.5793,0.86938,147.89,1458.78,4.8954,1.0881,20.7496,16132.09
5/17/2023,1.6273,1.4609,0.9746,7.5762,0.86895,148.31,1448.48,4.9001,1.0829,20.8793,16118.14
5/18/2023,1.6285,1.4568,0.9735,7.5983,0.8689,149.08,1442.07,4.9053,1.0813,20.9693,16089.38
5/19/2023,1.6231,1.4575,0.9738,7.5766,0.8684,149.55,1432.76,4.9052,1.0808,20.8848,16129.14
5/22/2023,1.6294,1.4618,0.97,7.6067,0.86846,149.64,1423.76,4.9218,1.0822,20.9137,16100.33
5/23/2023,1.6282,1.4571,0.9718,7.6039,0.86993,149.2,1422.75,4.926,1.0779,20.792,16043.23
5/24/2023,1.6402,1.46,0.9732,7.6005,0.86993,149.3,1421.92,4.9536,1.0785,20.7479,16063.5
5/25/2023,1.6443,1.4599,0.9708,7.5891,0.86793,149.63,1424.3,4.9655,1.0735,20.7466,16040.83
5/26/2023,1.6439,1.463,0.9707,7.5874,0.86813,150.24,1425.46,4.9465,1.0751,21.0148,16085.65
5/29/2023,1.6384,1.4564,0.9683,7.582,0.86805,150.29,1417.96,4.9343,1.0715,21.0611,16030.07
5/30/2023,1.6397,1.4586,0.969,7.599,0.86365,150.01,1415.24,4.9439,1.0744,21.1269,16086.45
5/31/2023,1.6497,1.4582,0.9724,7.5926,0.86405,149.13,1416.29,4.9307,1.0683,21.1353,16030.39
6/1/2023,1.6407,1.4514,0.9732,7.6066,0.85823,149.25,1413.23,4.9351,1.0697,21.1567,15964.76
6/2/2023,1.6248,1.4443,0.9758,7.6065,0.8593,149.46,1401.66,4.9268,1.0763,20.9461,15975.82
6/5/2023,1.6219,1.4367,0.9732,7.6062,0.86323,149.96,1396.49,4.8933,1.069,20.6855,15896.16
6/6/2023,1.6038,1.4342,0.9698,7.604,0.86103,149.09,1388.93,4.9222,1.0683,20.5593,15891.22
6/7/2023,1.6004,1.4351,0.9704,7.6235,0.8597,149.42,1394.04,4.9271,1.0717,20.3986,15901.74
6/8/2023,1.6061,1.4342,0.9751,7.6541,0.86113,149.98,1399.86,4.9589,1.0737,20.3284,15979.46
6/9/2023,1.6023,1.4362,0.9716,7.6839,0.85795,150.24,1391.11,4.9739,1.078,20.1806,15996.72
6/12/2023,1.592,1.4357,0.9751,7.6888,0.85678,150.03,1385.76,4.9734,1.0765,19.983,15996.85
6/13/2023,1.5922,1.4403,0.9784,7.7167,0.8585,150.62,1373.73,4.9831,1.0793,20.1087,16044.83
6/14/2023,1.5915,1.4378,0.9751,7.7363,0.85455,151.21,1380.92,4.9954,1.0809,19.912,16100.2
6/15/2023,1.5924,1.4415,0.9761,7.7491,0.85555,152.86,1387.6,5.0049,1.0819,19.9252,16208.51
6/16/2023,1.5941,1.45,0.977,7.81,0.85428,154.65,1397.67,5.0603,1.0966,19.9021,16387.75
6/19/2023,1.5964,1.4411,0.9772,7.8182,0.85268,154.94,1400.93,5.0542,1.0922,19.8497,16381.19
6/20/2023,1.612,1.4473,0.9808,7.8462,0.85705,154.51,1406.33,5.0729,1.0933,19.9724,16410.11
6/21/2023,1.6154,1.4435,0.9803,7.8519,0.85828,154.89,1413.88,5.0737,1.0923,20.0783,16330.8
6/22/2023,1.6194,1.4463,0.9825,7.8866,0.86115,156.05,1424.62,5.1091,1.0985,20.2575,16425.99
6/23/2023,1.6285,1.438,0.9773,7.8141,0.85479,155.84,1425.92,5.0899,1.0884,20.3652,16337.69
6/26/2023,1.6346,1.4354,0.9737,7.8972,0.85878,156.41,1425.57,5.1025,1.0918,20.3145,16438.22
6/27/2023,1.6369,1.4408,0.9789,7.8976,0.8599,157.14,1424.2,5.1097,1.0951,20.2234,16427.69
6/28/2023,1.6525,1.4491,0.9822,7.9262,0.8642,157.82,1434.33,5.1097,1.0938,20.4828,16398.98
6/29/2023,1.648,1.4503,0.9783,7.914,0.864,157.74,1438.77,5.1097,1.0938,20.4645,16408.12
6/30/2023,1.6398,1.4415,0.9788,7.8983,0.85828,157.16,1435.88,5.0717,1.0866,20.5785,16384.54
7/3/2023,1.6383,1.4441,0.98,7.9007,0.8598,157.81,1425.74,5.0871,1.0899,20.4435,16412.6
7/4/2023,1.6286,1.4403,0.9762,7.8646,0.85673,157.34,1414.61,5.0684,1.0895,20.3147,16357.26
7/5/2023,1.6329,1.4447,0.9782,7.8798,0.85685,157.26,1415.29,5.062,1.0879,20.3894,16380.93
7/6/2023,1.6308,1.4489,0.9757,7.882,0.8531,156.57,1419.79,5.0811,1.0899,20.6276,16420.93
7/7/2023,1.6416,1.4557,0.9754,7.8773,0.85298,156.01,1421.91,5.0842,1.0888,20.7915,16521.26
7/10/2023,1.6488,1.4552,0.9753,7.9291,0.85733,155.73,1429.51,5.1165,1.0956,20.6523,16655.6
7/11/2023,1.6493,1.4588,0.9693,7.9143,0.8511,154.27,1422.26,5.1181,1.0989,20.4953,16678.24
7/12/2023,1.6479,1.4574,0.9683,7.9274,0.85378,153.84,1420.8,5.1263,1.1022,20.3368,16608.8
7/13/2023,1.6299,1.4714,0.9644,8.0098,0.85553,154.84,1418.67,5.128,1.1182,20.2148,16727.49
7/14/2023,1.635,1.4728,0.9649,8.0076,0.8559,155.51,1423.03,5.0786,1.1221,20.2032,16797.87
7/17/2023,1.6487,1.4845,0.9652,8.0457,0.85873,155.38,1421.92,5.099,1.123,20.2582,16842.79
7/18/2023,1.6523,1.4862,0.9647,8.0745,0.85838,155.4,1419.52,5.1126,1.1255,20.1525,16864.46
7/19/2023,1.6582,1.4795,0.9628,8.1014,0.86918,156.76,1420.32,5.0976,1.1222,20.1074,16830.56
7/20/2023,1.6416,1.4716,0.9635,8.024,0.8692,156.35,1423.23,5.0868,1.1197,19.965,16777.66
7/21/2023,1.651,1.4668,0.963,7.986,0.86706,157.63,1429.52,5.0738,1.1123,20.0385,16714.72
7/24/2023,1.6469,1.4635,0.9595,7.9749,0.8635,156.47,1420.86,5.0736,1.1096,19.7927,16667.21
7/25/2023,1.6328,1.4562,0.9598,7.8915,0.86148,156.18,1409.63,5.042,1.1051,19.4256,16607.03
7/26/2023,1.6401,1.462,0.9549,7.9109,0.85695,155.3,1410.55,5.0313,1.1059,19.5801,16639.98
7/27/2023,1.6383,1.4654,0.9542,7.951,0.85885,155.95,1422.98,5.0307,1.1125,19.4838,16691.35
7/28/2023,1.6508,1.4553,0.9554,7.8799,0.8556,153.35,1406.73,5.0145,1.101,19.4309,16620.44
7/31/2023,1.6436,1.4566,0.9619,7.8808,0.85765,156.73,1405.49,4.9703,1.1023,19.5511,16622.65
8/1/2023,1.6557,1.4569,0.961,7.862,0.85865,156.85,1413.56,4.9568,1.097,19.8749,16587.01
8/2/2023,1.6691,1.4621,0.9642,7.8829,0.86038,156.88,1422.77,4.9916,1.0985,20.1579,16675.85
8/3/2023,1.6748,1.4619,0.9579,7.8397,0.86468,156.24,1422.79,4.9795,1.0932,20.37,16582.02
8/4/2023,1.6694,1.4648,0.9598,7.8661,0.86193,156.11,1435.4,4.9859,1.0946,20.4214,16624.59
8/7/2023,1.6715,1.4688,0.9625,7.8976,0.86163,156.21,1436.38,5.0076,1.0984,20.4371,16688.03
8/8/2023,1.6827,1.4755,0.96,7.895,0.86158,156.55,1444.82,5.0151,1.0944,20.687,16665.11
8/9/2023,1.6779,1.474,0.9627,7.903,0.8618,157.35,1441.47,5.0146,1.0968,20.8921,16661.91
8/10/2023,1.6767,1.4764,0.9618,7.9434,0.86313,158.43,1446.32,5.0368,1.1019,20.687,16720.23
8/11/2023,1.685,1.4791,0.9617,7.9584,0.86415,158.97,1459.31,5.0475,1.1004,20.7138,16811.91
8/14/2023,1.6853,1.47,0.9608,7.9356,0.86215,158.68,1459.4,5.0464,1.093,20.7881,16732.99
8/15/2023,1.6888,1.4742,0.9586,7.9605,0.85955,159.04,1460.7,5.065,1.0926,20.9813,16760.11
8/16/2023,1.6895,1.4726,0.9605,7.9657,0.85645,159.07,1461.11,5.0536,1.0916,20.8671,16685.26
8/17/2023,1.6931,1.4718,0.9555,7.9387,0.85395,158.88,1458.28,5.0712,1.09,20.7417,16726.82
8/18/2023,1.6999,1.4733,0.9571,7.9197,0.85493,158.11,1457.04,5.0504,1.0867,20.7133,16647.16
8/21/2023,1.6995,1.4723,0.9588,7.9456,0.85475,159.15,1460.32,5.0706,1.0908,20.676,16718.49
8/22/2023,1.6878,1.4716,0.9565,7.9387,0.85288,158.7,1454.59,5.0603,1.0887,20.3932,16699.27
8/23/2023,1.684,1.4667,0.9524,7.8796,0.85653,157.28,1448.26,5.0313,1.0805,20.2097,16523.94
8/24/2023,1.6838,1.4686,0.9562,7.8934,0.8565,157.96,1433.05,5.0352,1.084,20.248,16525.58
8/25/2023,1.6809,1.4672,0.9564,7.8783,0.85643,157.75,1430.58,5.0149,1.0808,20.1578,16521.11
8/28/2023,1.6839,1.4693,0.9559,7.8822,0.85815,158.35,1433.73,5.0306,1.0808,20.1598,16523.27
8/29/2023,1.6832,1.4722,0.9558,7.88,0.8586,158.93,1432.91,5.0185,1.0803,20.0496,16483.22
8/30/2023,1.6814,1.4764,0.9568,7.9347,0.8592,159.15,1442.07,5.0511,1.0886,20.217,16590.26
8/31/2023,1.6785,1.4721,0.9584,7.9196,0.85718,158.49,1439.56,5.0428,1.0868,20.4199,16551.96
9/1/2023,1.6737,1.4656,0.9574,7.8679,0.85538,157.47,1428.3,5.0397,1.0844,20.2711,16526.26
9/4/2023,1.6708,1.4686,0.9548,7.8528,0.8555,158.11,1423.17,5.0279,1.0801,20.4602,16466.12
9/5/2023,1.6859,1.4652,0.9548,7.838,0.85535,158.2,1431.25,5.006,1.0731,20.6045,16388.5
9/6/2023,1.6801,1.4659,0.9561,7.8476,0.85503,158.18,1430.83,5.0222,1.0745,20.6702,16431.79
9/7/2023,1.6767,1.4625,0.9557,7.8488,0.859,157.7,1431.7,5.0107,1.071,20.5218,16413.08
9/8/2023,1.6743,1.4623,0.9543,7.8565,0.85735,157.84,1428.51,5.0057,1.0704,20.437,16438.4
9/11/2023,1.6655,1.4565,0.956,7.823,0.8565,157.16,1425.94,5.0129,1.0724,20.2681,16477.43
9/12/2023,1.6682,1.455,0.9561,7.8115,0.85925,157.42,1422.62,5.0105,1.0713,20.3284,16462.67
9/13/2023,1.6762,1.4556,0.9589,7.8144,0.8609,158.28,1426.24,5.023,1.0733,20.33,16502.58
9/14/2023,1.6648,1.4505,0.9588,7.8093,0.85995,158.13,1422.44,5.0238,1.073,20.3109,16475.95
9/15/2023,1.6498,1.4409,0.9554,7.7561,0.85878,157.5,1415.78,4.9922,1.0658,20.2968,16379.21
9/18/2023,1.6575,1.44,0.9564,7.7796,0.86141,157.44,1413.49,4.9999,1.0663,20.2948,16389.03
9/19/2023,1.6566,1.4373,0.9595,7.8111,0.86263,158.2,1418.98,5.0308,1.0713,20.2829,16476.59
9/20/2023,1.6498,1.4366,0.9601,7.8059,0.8653,158.28,1420.39,5.0144,1.0702,20.1592,16435.63
9/21/2023,1.6617,1.4368,0.9628,7.7695,0.86713,157.34,1426.05,4.9894,1.0635,20.1522,16351.31
9/22/2023,1.6496,1.4303,0.965,7.7766,0.86795,157.87,1419.23,4.9908,1.0647,19.997,16369.76
9/25/2023,1.6544,1.4311,0.9676,7.7728,0.86965,158.08,1422.96,4.9816,1.0633,19.941,16355.1
9/26/2023,1.6539,1.4318,0.9675,7.7517,0.8702,157.87,1430.12,4.9737,1.0605,20.1387,16427.15
9/27/2023,1.6541,1.4255,0.968,7.7031,0.8681,157.2,1425.19,4.9603,1.0536,20.2216,16385.43
9/28/2023,1.6483,1.4206,0.9678,7.6986,0.86333,157.33,1426.71,4.9618,1.0539,20.17,16382.56
9/29/2023,1.6339,1.4227,0.9669,7.7352,0.86458,158.1,1425.26,4.9741,1.0594,19.9813,16383.62
10/2/2023,1.6472,1.4335,0.9634,7.6885,0.86628,157.67,1427.62,4.967,1.053,20.151,16372.57
10/3/2023,1.6612,1.4365,0.966,7.6439,0.86775,157.01,1425.31,4.945,1.0469,20.2403,16336.51
10/4/2023,1.6615,1.4391,0.9634,7.6644,0.86588,156.48,1422.11,4.9661,1.0497,20.242,16406.81
10/5/2023,1.658,1.4479,0.9625,7.6856,0.86605,156.71,1420.44,4.9762,1.0526,20.5884,16426.14
10/6/2023,1.6612,1.4492,0.9629,7.7162,0.8651,157.47,1423.03,4.9789,1.0563,20.4935,16522.27
10/9/2023,1.6546,1.438,0.9581,7.6784,0.8652,157.06,1424.41,4.9833,1.0531,20.4098,16523.14
10/10/2023,1.6538,1.4387,0.9589,7.7238,0.8639,157.71,1427.6,5.0053,1.0582,20.2777,16644.75
10/11/2023,1.6529,1.4429,0.9576,7.7433,0.86265,157.87,1421.27,5.0035,1.0604,20.0359,16672.19
10/12/2023,1.6584,1.4435,0.9566,7.7514,0.8626,158.35,1420.07,5.0042,1.0619,20.0085,16633.34
10/13/2023,1.6662,1.4397,0.9546,7.6902,0.86415,157.44,1423.08,4.9763,1.0524,19.9616,16504.79
10/16/2023,1.666,1.436,0.9505,7.7058,0.86545,157.54,1427.29,4.9908,1.0538,19.8069,16548.56
10/17/2023,1.6622,1.4411,0.9517,7.7288,0.8682,158.03,1429.58,5.0055,1.0569,19.9138,16609.18
10/18/2023,1.6586,1.4425,0.9492,7.7278,0.8661,158.1,1428.23,5.0126,1.0565,19.8917,16648.12
10/19/2023,1.6718,1.4485,0.947,7.7233,0.87098,158.21,1434.8,5.0319,1.0558,20.1992,16740.13
10/20/2023,1.6772,1.4492,0.9442,7.7489,0.87213,158.8,1431.6,5.0493,1.0591,20.1857,16795.11
10/23/2023,1.6805,1.4542,0.9461,7.7529,0.87153,158.91,1432.8,5.0812,1.0597,20.1995,16890.56
10/24/2023,1.6708,1.4564,0.9501,7.772,0.87025,159.26,1428.75,5.0874,1.0632,20.3166,16857.89
10/25/2023,1.6678,1.4549,0.9474,7.7381,0.8724,158.55,1427.17,5.0553,1.0576,20.2421,16792.94
10/26/2023,1.6719,1.4565,0.9466,7.7142,0.8717,158.48,1430.67,5.0447,1.054,20.1131,16779.68
10/27/2023,1.6616,1.4572,0.9502,7.7143,0.87023,158.08,1430.38,5.037,1.0541,19.9358,16802.35
10/30/2023,1.6637,1.467,0.9564,7.7595,0.87345,158.8,1430.37,5.0506,1.0605,19.8931,16851.35
10/31/2023,1.6739,1.4712,0.9607,7.7686,0.87366,160.3,1434.66,5.0594,1.0619,19.9507,16868.28
11/1/2023,1.6561,1.461,0.9572,7.712,0.86945,159.33,1429.16,5.0272,1.0537,19.6349,16803.04
11/2/2023,1.6543,1.4707,0.9622,7.8009,0.87305,159.89,1417.13,5.0656,1.0661,19.5695,16855.04
11/3/2023,1.6478,1.4653,0.9625,7.8193,0.86983,159.87,1402.42,5.0615,1.0702,19.6279,16763.88
11/6/2023,1.6524,1.4664,0.9646,7.8094,0.8664,160.87,1394.34,4.9801,1.0741,19.6149,16684.96
11/7/2023,1.6636,1.4679,0.9626,7.7839,0.86855,160.77,1398.07,4.992,1.0686,19.6516,16736.52
11/8/2023,1.6592,1.4711,0.9599,7.7699,0.87015,160.97,1402.03,4.9978,1.0671,19.729,16729.41
11/9/2023,1.6699,1.4736,0.9637,7.7886,0.87205,161.57,1401.9,5.0168,1.0691,19.8926,16721.42
11/10/2023,1.6795,1.4753,0.9636,7.7874,0.87435,161.77,1408.82,5.0296,1.0683,20.0296,16764.67
11/13/2023,1.6742,1.4754,0.9656,7.7794,0.87155,161.96,1413.72,5.0234,1.067,20.0025,16751.9
11/14/2023,1.6819,1.4832,0.9668,7.8171,0.8723,162.67,1421.73,5.0596,1.0724,20.0694,16841.35
11/15/2023,1.6648,1.4854,0.964,7.8702,0.87188,163.39,1410.5,5.0781,1.0868,19.7127,16825.84
11/16/2023,1.6736,1.4891,0.9651,7.8655,0.8752,164.05,1403.37,5.0866,1.0849,19.8718,16901.66
11/17/2023,1.6709,1.4908,0.9643,7.8414,0.87395,162.29,1405,5.0881,1.0872,19.9254,16717.28
11/20/2023,1.6669,1.4994,0.9665,7.8378,0.8763,162.12,1412.56,5.1006,1.0928,20.1445,16881.57
11/21/2023,1.6653,1.5029,0.9673,7.8178,0.87326,161.61,1413.92,5.0974,1.0955,20.1403,16979.32
11/22/2023,1.6618,1.4959,0.964,7.8015,0.8703,162.25,1418.1,5.1042,1.0911,20.3008,17023.45
11/23/2023,1.6633,1.494,0.9644,7.7852,0.8694,162.98,1418.85,5.1001,1.09,20.5225,16949.5
